voltage_integral,
7069.421041965485,
7069.421041965485,
7024.031507968903,
214.20159530639648,
7110.117378473282,
1236.8411655426025,
7128.8664717674255,
7094.305071353912,
7595.324807167053,
7251.5111079216,
6407.031303882599,
6702.9365158081055,
6329.781719684601,
7020.860570669174,
6774.280297279358,
6247.932968854904,
6275.8253853321075,
6181.979837179184,
5953.712698459625,
5956.1127281188965,
5855.224371433258,
5779.116355895996,
6004.522578954697,
5920.477609634399,
5879.936609983444,
5851.184567451477,
5903.75014591217,
5791.500113964081,
5795.5853724479675,
5798.316652059555,
5770.10448718071,
5698.229577541351,
6237.217044591904,
6208.892130613327,
15597.934117794037,
6436.201984167099,
6351.948481559753,
6360.1885414123535,
6399.7560505867,
6694.103040456772,
5488.638372421265,
5447.344105243683,
5461.018315792084,
5902.942576885223,
5789.12798333168,
5689.297962665558,
5667.845189809799,
5602.8940534591675,
5559.527476787567,
5514.1485052108765,
5475.519463777542,
5579.282208442688,
5373.172468662262,
5288.340235233307,
5205.955938100815,
5137.437995433807,
5161.494890451431,
5162.498178958893,
5100.78676533699,
4971.869891643524,
5300.749301671982,
5889.678803443909,
6192.017904758453,
5634.954554080963,
5100.148172616959,
4918.066548109055,
4523.344898939133,
4411.077570199966,
4341.155027627945,
4297.531926393509,
4779.368603944778,
4839.622892379761,
4727.228589057922,
4898.555039405823,
5805.096606016159,
5881.924501657486,
4929.046784877777,
4656.868640422821,
4563.377592325211,
4640.5967745780945,
4705.988332748413,
4783.288292169571,
4836.658897161484,
4831.596419095993,
4774.828540563583,
4800.466768503189,
5747.439207792282,
5549.023223400116,
5285.668345689774,
5184.51331281662,
5172.506470680237,
5221.11544919014,
4281.284508705139,
5929.898543834686,
5599.368879079819,
5542.296318292618,
5530.402932882309,
5515.012204647064,
5514.07470202446,
5449.308408737183,
5480.8087594509125,
5699.124952793121,
5530.34663772583,
5388.50103187561,
6054.970511674881,
6797.33075594902,
5302.182053804398,
5060.128008842468,
5006.639023542404,
5064.251512050629,
5014.127966165543,
4961.521173238754,
5691.325804233551,
5435.048102617264,
5124.639382839203,
5026.383944749832,
4937.038200139999,
4913.064269065857,
4905.605546474457,
4900.250579357147,
4885.39804983139,
4860.0269412994385,
4811.162381649017,
4743.4695563316345,
5921.104202985764,
5788.976116657257,
